municipio,consorcio,anos,tendencia,nivel,pos_intervencao,PIB
Mirandiba,CINDESC,2002,1,0,0,19657.0
Mirandiba,CINDESC,2003,2,0,0,24155.0
Mirandiba,CINDESC,2004,3,0,0,26300.0
Mirandiba,CINDESC,2005,4,0,0,33277.0
Mirandiba,CINDESC,2006,5,0,0,45569.0
Mirandiba,CINDESC,2007,6,0,0,44870.0
Mirandiba,CINDESC,2008,7,0,0,49850.0
Mirandiba,CINDESC,2009,8,1,1,61802.0
Mirandiba,CINDESC,2010,9,1,2,68526.0
Mirandiba,CINDESC,2011,10,1,3,78248.0
Mirandiba,CINDESC,2012,11,1,4,87734.0
Mirandiba,CINDESC,2013,12,1,5,104043.0
Mirandiba,CINDESC,2014,13,1,6,118714.0
Mirandiba,CINDESC,2015,14,1,7,126355.0
Mirandiba,CINDESC,2016,15,1,8,141065.0
Mirandiba,CINDESC,2017,16,1,9,156014.0
Moreilândia,CISAPE,2002,1,0,0,19442.0
Moreilândia,CISAPE,2003,2,0,0,23121.0
Moreilândia,CISAPE,2004,3,0,0,23839.0
Moreilândia,CISAPE,2005,4,0,0,28109.0
Moreilândia,CISAPE,2006,5,0,0,31231.0
Moreilândia,CISAPE,2007,6,0,0,33079.0
Moreilândia,CISAPE,2008,7,1,1,38998.0
Moreilândia,CISAPE,2009,8,1,2,42297.0
Moreilândia,CISAPE,2010,9,1,3,48480.0
Moreilândia,CISAPE,2011,10,1,4,51587.0
Moreilândia,CISAPE,2012,11,1,5,60752.0
Moreilândia,CISAPE,2013,12,1,6,68026.0
Moreilândia,CISAPE,2014,13,1,7,75837.0
Moreilândia,CISAPE,2015,14,1,8,69917.0
Moreilândia,CISAPE,2016,15,1,9,79967.0
Moreilândia,CISAPE,2017,16,1,10,81064.0
Nazaré da Mata,COMANAS,2002,1,0,0,112999.0
Nazaré da Mata,COMANAS,2003,2,0,0,125767.0
Nazaré da Mata,COMANAS,2004,3,0,0,138630.0
Nazaré da Mata,COMANAS,2005,4,0,0,127382.0
Nazaré da Mata,COMANAS,2006,5,0,0,159397.0
Nazaré da Mata,COMANAS,2007,6,1,1,156402.0
Nazaré da Mata,COMANAS,2008,7,1,2,174357.0
Nazaré da Mata,COMANAS,2009,8,1,3,196221.0
Nazaré da Mata,COMANAS,2010,9,1,4,236000.0
Nazaré da Mata,COMANAS,2011,10,1,5,268489.0
Nazaré da Mata,COMANAS,2012,11,1,6,320060.0
Nazaré da Mata,COMANAS,2013,12,1,7,349619.0
Nazaré da Mata,COMANAS,2014,13,1,8,402375.0
Nazaré da Mata,COMANAS,2015,14,1,9,423492.0
Nazaré da Mata,COMANAS,2016,15,1,10,469784.0
Nazaré da Mata,COMANAS,2017,16,1,11,520206.0
Orobó,COMANAS,2002,1,0,0,57111.0
Orobó,COMANAS,2003,2,0,0,59142.0
Orobó,COMANAS,2004,3,0,0,68046.0
Orobó,COMANAS,2005,4,0,0,75878.0
Orobó,COMANAS,2006,5,0,0,90368.0
Orobó,COMANAS,2007,6,1,1,95384.0
Orobó,COMANAS,2008,7,1,2,96964.0
Orobó,COMANAS,2009,8,1,3,112804.0
Orobó,COMANAS,2010,9,1,4,126101.0
Orobó,COMANAS,2011,10,1,5,140991.0
Orobó,COMANAS,2012,11,1,6,176545.0
Orobó,COMANAS,2013,12,1,7,199940.0
Orobó,COMANAS,2014,13,1,8,225019.0
Orobó,COMANAS,2015,14,1,9,261420.0
Orobó,COMANAS,2016,15,1,10,311810.0
Orobó,COMANAS,2017,16,1,11,333817.0
Panelas,COMAGSUL,2002,1,0,0,41139.0
Panelas,COMAGSUL,2003,2,0,0,47257.0
Panelas,COMAGSUL,2004,3,0,0,51238.0
Panelas,COMAGSUL,2005,4,0,0,56538.0
Panelas,COMAGSUL,2006,5,0,0,65944.0
Panelas,COMAGSUL,2007,6,0,0,72653.0
Panelas,COMAGSUL,2008,7,0,0,86005.0
Panelas,COMAGSUL,2009,8,0,0,92761.0
Panelas,COMAGSUL,2010,9,0,0,103495.0
Panelas,COMAGSUL,2011,10,0,0,113806.0
Panelas,COMAGSUL,2012,11,0,0,126485.0
Panelas,COMAGSUL,2013,12,1,1,137346.0
Panelas,COMAGSUL,2014,13,1,2,152974.0
Panelas,COMAGSUL,2015,14,1,3,159629.0
Panelas,COMAGSUL,2016,15,1,4,163803.0
Panelas,COMAGSUL,2017,16,1,5,175773.0
Parnamirim,CISAPE,2002,1,0,0,37689.0
Parnamirim,CISAPE,2003,2,0,0,39361.0
Parnamirim,CISAPE,2004,3,0,0,43281.0
Parnamirim,CISAPE,2005,4,0,0,52808.0
Parnamirim,CISAPE,2006,5,0,0,63230.0
Parnamirim,CISAPE,2007,6,0,0,67106.0
Parnamirim,CISAPE,2008,7,1,1,75361.0
Parnamirim,CISAPE,2009,8,1,2,85846.0
Parnamirim,CISAPE,2010,9,1,3,103284.0
Parnamirim,CISAPE,2011,10,1,4,120582.0
Parnamirim,CISAPE,2012,11,1,5,137221.0
Parnamirim,CISAPE,2013,12,1,6,143153.0
Parnamirim,CISAPE,2014,13,1,7,157955.0
Parnamirim,CISAPE,2015,14,1,8,152050.0
Parnamirim,CISAPE,2016,15,1,9,165590.0
Parnamirim,CISAPE,2017,16,1,10,163949.0
Passira,COMANAS,2002,1,0,0,43223.0
Passira,COMANAS,2003,2,0,0,49550.0
Passira,COMANAS,2004,3,0,0,56388.0
Passira,COMANAS,2005,4,0,0,63646.0
Passira,COMANAS,2006,5,0,0,76954.0
Passira,COMANAS,2007,6,1,1,79469.0
Passira,COMANAS,2008,7,1,2,95245.0
Passira,COMANAS,2009,8,1,3,106253.0
Passira,COMANAS,2010,9,1,4,124260.0
Passira,COMANAS,2011,10,1,5,137800.0
Passira,COMANAS,2012,11,1,6,145121.0
Passira,COMANAS,2013,12,1,7,164441.0
Passira,COMANAS,2014,13,1,8,189465.0
Passira,COMANAS,2015,14,1,9,185144.0
Passira,COMANAS,2016,15,1,10,207198.0
Passira,COMANAS,2017,16,1,11,220034.0
Paudalho,COMANAS,2002,1,0,0,131024.0
Paudalho,COMANAS,2003,2,0,0,130970.0
Paudalho,COMANAS,2004,3,0,0,126338.0
Paudalho,COMANAS,2005,4,0,0,163133.0
Paudalho,COMANAS,2006,5,0,0,190282.0
Paudalho,COMANAS,2007,6,1,1,214991.0
Paudalho,COMANAS,2008,7,1,2,221298.0
Paudalho,COMANAS,2009,8,1,3,255175.0
Paudalho,COMANAS,2010,9,1,4,310726.0
Paudalho,COMANAS,2011,10,1,5,351104.0
Paudalho,COMANAS,2012,11,1,6,435135.0
Paudalho,COMANAS,2013,12,1,7,457881.0
Paudalho,COMANAS,2014,13,1,8,514209.0
Paudalho,COMANAS,2015,14,1,9,596613.0
Paudalho,COMANAS,2016,15,1,10,671465.0
Paudalho,COMANAS,2017,16,1,11,758422.0
Petrolândia,,2002,1,0,0,440598.0
Petrolândia,,2003,2,0,0,564257.0
Petrolândia,,2004,3,0,0,588020.0
Petrolândia,,2005,4,0,0,507543.0
Petrolândia,,2006,5,0,0,555249.0
Petrolândia,,2007,6,0,0,615783.0
Petrolândia,,2008,7,0,0,635839.0
Petrolândia,,2009,8,0,0,598256.0
Petrolândia,,2010,9,0,0,932345.0
Petrolândia,,2011,10,0,0,891557.0
Petrolândia,,2012,11,0,0,1067584.0
Petrolândia,,2013,12,1,1,443407.0
Petrolândia,,2014,13,1,2,580015.0
Petrolândia,,2015,14,1,3,855688.0
Petrolândia,,2016,15,1,4,898029.0
Petrolândia,,2017,16,1,5,1078385.0
Quipapá,COMAGSUL,2002,1,0,0,44721.0
Quipapá,COMAGSUL,2003,2,0,0,47073.0
Quipapá,COMAGSUL,2004,3,0,0,46900.0
Quipapá,COMAGSUL,2005,4,0,0,52367.0
Quipapá,COMAGSUL,2006,5,0,0,58799.0
Quipapá,COMAGSUL,2007,6,0,0,64568.0
Quipapá,COMAGSUL,2008,7,0,0,74389.0
Quipapá,COMAGSUL,2009,8,1,1,102606.0
Quipapá,COMAGSUL,2010,9,1,2,150189.0
Quipapá,COMAGSUL,2011,10,1,3,156238.0
Quipapá,COMAGSUL,2012,11,1,4,139310.0
Quipapá,COMAGSUL,2013,12,1,5,143411.0
Quipapá,COMAGSUL,2014,13,1,6,166485.0
Quipapá,COMAGSUL,2015,14,1,7,172929.0
Quipapá,COMAGSUL,2016,15,1,8,192355.0
Quipapá,COMAGSUL,2017,16,1,9,175524.0
Riacho das Almas,COMAGSUL,2002,1,0,0,30921.0
Riacho das Almas,COMAGSUL,2003,2,0,0,35210.0
Riacho das Almas,COMAGSUL,2004,3,0,0,37957.0
Riacho das Almas,COMAGSUL,2005,4,0,0,43281.0
Riacho das Almas,COMAGSUL,2006,5,0,0,57412.0
Riacho das Almas,COMAGSUL,2007,6,0,0,63012.0
Riacho das Almas,COMAGSUL,2008,7,0,0,71493.0
Riacho das Almas,COMAGSUL,2009,8,0,0,81817.0
Riacho das Almas,COMAGSUL,2010,9,0,0,95539.0
Riacho das Almas,COMAGSUL,2011,10,0,0,102770.0
Riacho das Almas,COMAGSUL,2012,11,0,0,120761.0
Riacho das Almas,COMAGSUL,2013,12,1,1,132413.0
Riacho das Almas,COMAGSUL,2014,13,1,2,160184.0
Riacho das Almas,COMAGSUL,2015,14,1,3,157550.0
Riacho das Almas,COMAGSUL,2016,15,1,4,153238.0
Riacho das Almas,COMAGSUL,2017,16,1,5,166317.0
Ribeirão,COMSUL,2002,1,0,0,94586.0
Ribeirão,COMSUL,2003,2,0,0,108724.0
Ribeirão,COMSUL,2004,3,0,0,123786.0
Ribeirão,COMSUL,2005,4,0,0,143109.0
Ribeirão,COMSUL,2006,5,0,0,160654.0
Ribeirão,COMSUL,2007,6,0,0,158276.0
Ribeirão,COMSUL,2008,7,0,0,190460.0
Ribeirão,COMSUL,2009,8,1,1,220348.0
Ribeirão,COMSUL,2010,9,1,2,265945.0
Ribeirão,COMSUL,2011,10,1,3,286722.0
Ribeirão,COMSUL,2012,11,1,4,305727.0
Ribeirão,COMSUL,2013,12,1,5,329983.0
Ribeirão,COMSUL,2014,13,1,6,373601.0
Ribeirão,COMSUL,2015,14,1,7,368780.0
Ribeirão,COMSUL,2016,15,1,8,410767.0
Ribeirão,COMSUL,2017,16,1,9,387477.0
Rio Formoso,PORTAL SUL,2002,1,0,0,98448.0
Rio Formoso,PORTAL SUL,2003,2,0,0,98642.0
Rio Formoso,PORTAL SUL,2004,3,0,0,135051.0
Rio Formoso,PORTAL SUL,2005,4,0,0,135819.0
Rio Formoso,PORTAL SUL,2006,5,0,0,150992.0
Rio Formoso,PORTAL SUL,2007,6,0,0,136960.0
Rio Formoso,PORTAL SUL,2008,7,0,0,138111.0
Rio Formoso,PORTAL SUL,2009,8,0,0,133339.0
Rio Formoso,PORTAL SUL,2010,9,0,0,185176.0
Rio Formoso,PORTAL SUL,2011,10,0,0,192835.0
Rio Formoso,PORTAL SUL,2012,11,0,0,228327.0
Rio Formoso,PORTAL SUL,2013,12,1,1,214780.0
Rio Formoso,PORTAL SUL,2014,13,1,2,229496.0
Rio Formoso,PORTAL SUL,2015,14,1,3,247717.0
Rio Formoso,PORTAL SUL,2016,15,1,4,273842.0
Rio Formoso,PORTAL SUL,2017,16,1,5,259945.0
Salgadinho,COMANAS,2002,1,0,0,11547.0
Salgadinho,COMANAS,2003,2,0,0,13020.0
Salgadinho,COMANAS,2004,3,0,0,13825.0
Salgadinho,COMANAS,2005,4,0,0,16302.0
Salgadinho,COMANAS,2006,5,0,0,18417.0
Salgadinho,COMANAS,2007,6,1,1,20736.0
Salgadinho,COMANAS,2008,7,1,2,23725.0
Salgadinho,COMANAS,2009,8,1,3,26465.0
Salgadinho,COMANAS,2010,9,1,4,37427.0
Salgadinho,COMANAS,2011,10,1,5,41404.0
Salgadinho,COMANAS,2012,11,1,6,41449.0
Salgadinho,COMANAS,2013,12,1,7,43979.0
Salgadinho,COMANAS,2014,13,1,8,49470.0
Salgadinho,COMANAS,2015,14,1,9,51681.0
Salgadinho,COMANAS,2016,15,1,10,58288.0
Salgadinho,COMANAS,2017,16,1,11,62146.0
Salgueiro,CINDESC,2002,1,0,0,154506.0
Salgueiro,CINDESC,2003,2,0,0,155657.0
Salgueiro,CINDESC,2004,3,0,0,185303.0
Salgueiro,CINDESC,2005,4,0,0,211028.0
Salgueiro,CINDESC,2006,5,0,0,230395.0
Salgueiro,CINDESC,2007,6,0,0,272715.0
Salgueiro,CINDESC,2008,7,0,0,329560.0
Salgueiro,CINDESC,2009,8,1,1,381952.0
Salgueiro,CINDESC,2010,9,1,2,858894.0
Salgueiro,CINDESC,2011,10,1,3,882514.0
Salgueiro,CINDESC,2012,11,1,4,799998.0
Salgueiro,CINDESC,2013,12,1,5,658744.0
Salgueiro,CINDESC,2014,13,1,6,776671.0
Salgueiro,CINDESC,2015,14,1,7,744482.0
Salgueiro,CINDESC,2016,15,1,8,784309.0
Salgueiro,CINDESC,2017,16,1,9,792726.0
Santa Cruz,CISAPE,2002,1,0,0,19876.0
Santa Cruz,CISAPE,2003,2,0,0,20110.0
Santa Cruz,CISAPE,2004,3,0,0,22197.0
Santa Cruz,CISAPE,2005,4,0,0,27088.0
Santa Cruz,CISAPE,2006,5,0,0,30513.0
Santa Cruz,CISAPE,2007,6,0,0,34442.0
Santa Cruz,CISAPE,2008,7,1,1,47173.0
Santa Cruz,CISAPE,2009,8,1,2,54345.0
Santa Cruz,CISAPE,2010,9,1,3,53712.0
Santa Cruz,CISAPE,2011,10,1,4,64206.0
Santa Cruz,CISAPE,2012,11,1,5,67643.0
Santa Cruz,CISAPE,2013,12,1,6,78769.0
Santa Cruz,CISAPE,2014,13,1,7,88523.0
Santa Cruz,CISAPE,2015,14,1,8,91094.0
Santa Cruz,CISAPE,2016,15,1,9,97963.0
Santa Cruz,CISAPE,2017,16,1,10,100497.0
Santa Cruz da Baixa Verde,CIMPAJEU,2002,1,0,0,15741.0
Santa Cruz da Baixa Verde,CIMPAJEU,2003,2,0,0,17429.0
Santa Cruz da Baixa Verde,CIMPAJEU,2004,3,0,0,19333.0
Santa Cruz da Baixa Verde,CIMPAJEU,2005,4,0,0,22442.0
Santa Cruz da Baixa Verde,CIMPAJEU,2006,5,1,1,26116.0
Santa Cruz da Baixa Verde,CIMPAJEU,2007,6,1,2,28218.0
Santa Cruz da Baixa Verde,CIMPAJEU,2008,7,1,3,33577.0
Santa Cruz da Baixa Verde,CIMPAJEU,2009,8,1,4,39735.0
Santa Cruz da Baixa Verde,CIMPAJEU,2010,9,1,5,42446.0
Santa Cruz da Baixa Verde,CIMPAJEU,2011,10,1,6,46040.0
Santa Cruz da Baixa Verde,CIMPAJEU,2012,11,1,7,50397.0
Santa Cruz da Baixa Verde,CIMPAJEU,2013,12,1,8,57869.0
Santa Cruz da Baixa Verde,CIMPAJEU,2014,13,1,9,67244.0
Santa Cruz da Baixa Verde,CIMPAJEU,2015,14,1,10,68588.0
Santa Cruz da Baixa Verde,CIMPAJEU,2016,15,1,11,79023.0
Santa Cruz da Baixa Verde,CIMPAJEU,2017,16,1,12,83550.0
Santa Cruz do Capibaribe,COMANAS,2002,1,0,0,183089.0
Santa Cruz do Capibaribe,COMANAS,2003,2,0,0,192227.0
Santa Cruz do Capibaribe,COMANAS,2004,3,0,0,244254.0
Santa Cruz do Capibaribe,COMANAS,2005,4,0,0,285026.0
Santa Cruz do Capibaribe,COMANAS,2006,5,0,0,359963.0
Santa Cruz do Capibaribe,COMANAS,2007,6,1,1,430267.0
Santa Cruz do Capibaribe,COMANAS,2008,7,1,2,514770.0
Santa Cruz do Capibaribe,COMANAS,2009,8,1,3,546076.0
Santa Cruz do Capibaribe,COMANAS,2010,9,1,4,727015.0
Santa Cruz do Capibaribe,COMANAS,2011,10,1,5,852564.0
Santa Cruz do Capibaribe,COMANAS,2012,11,1,6,1017659.0
Santa Cruz do Capibaribe,COMANAS,2013,12,1,7,1112948.0
Santa Cruz do Capibaribe,COMANAS,2014,13,1,8,1261072.0
Santa Cruz do Capibaribe,COMANAS,2015,14,1,9,1247036.0
Santa Cruz do Capibaribe,COMANAS,2016,15,1,10,1300317.0
Santa Cruz do Capibaribe,COMANAS,2017,16,1,11,1428396.0
Santa Filomena,CISAPE,2002,1,0,0,19545.0
Santa Filomena,CISAPE,2003,2,0,0,19987.0
Santa Filomena,CISAPE,2004,3,0,0,22081.0
Santa Filomena,CISAPE,2005,4,0,0,27526.0
Santa Filomena,CISAPE,2006,5,0,0,31852.0
Santa Filomena,CISAPE,2007,6,0,0,31480.0
Santa Filomena,CISAPE,2008,7,1,1,39827.0
Santa Filomena,CISAPE,2009,8,1,2,46864.0
Santa Filomena,CISAPE,2010,9,1,3,49851.0
Santa Filomena,CISAPE,2011,10,1,4,54274.0
Santa Filomena,CISAPE,2012,11,1,5,58602.0
Santa Filomena,CISAPE,2013,12,1,6,63204.0
Santa Filomena,CISAPE,2014,13,1,7,73970.0
Santa Filomena,CISAPE,2015,14,1,8,75239.0
Santa Filomena,CISAPE,2016,15,1,9,82616.0
Santa Filomena,CISAPE,2017,16,1,10,91202.0
Santa Maria do Cambucá,COMANAS,2002,1,0,0,18169.0
Santa Maria do Cambucá,COMANAS,2003,2,0,0,19725.0
Santa Maria do Cambucá,COMANAS,2004,3,0,0,23815.0
Santa Maria do Cambucá,COMANAS,2005,4,0,0,25761.0
Santa Maria do Cambucá,COMANAS,2006,5,0,0,30464.0
Santa Maria do Cambucá,COMANAS,2007,6,1,1,34137.0
Santa Maria do Cambucá,COMANAS,2008,7,1,2,38676.0
Santa Maria do Cambucá,COMANAS,2009,8,1,3,44473.0
Santa Maria do Cambucá,COMANAS,2010,9,1,4,55950.0
Santa Maria do Cambucá,COMANAS,2011,10,1,5,66068.0
Santa Maria do Cambucá,COMANAS,2012,11,1,6,71174.0
Santa Maria do Cambucá,COMANAS,2013,12,1,7,71842.0
Santa Maria do Cambucá,COMANAS,2014,13,1,8,80696.0
Santa Maria do Cambucá,COMANAS,2015,14,1,9,85053.0
Santa Maria do Cambucá,COMANAS,2016,15,1,10,94945.0
Santa Maria do Cambucá,COMANAS,2017,16,1,11,101717.0
Santa Terezinha,CIMPAJEU,2002,1,0,0,22994.0
Santa Terezinha,CIMPAJEU,2003,2,0,0,21664.0
Santa Terezinha,CIMPAJEU,2004,3,0,0,20932.0
Santa Terezinha,CIMPAJEU,2005,4,0,0,22805.0
Santa Terezinha,CIMPAJEU,2006,5,1,1,25702.0
Santa Terezinha,CIMPAJEU,2007,6,1,2,29458.0
Santa Terezinha,CIMPAJEU,2008,7,1,3,32674.0
Santa Terezinha,CIMPAJEU,2009,8,1,4,34662.0
Santa Terezinha,CIMPAJEU,2010,9,1,5,37797.0
Santa Terezinha,CIMPAJEU,2011,10,1,6,48967.0
Santa Terezinha,CIMPAJEU,2012,11,1,7,50431.0
Santa Terezinha,CIMPAJEU,2013,12,1,8,54309.0
Santa Terezinha,CIMPAJEU,2014,13,1,9,62193.0
Santa Terezinha,CIMPAJEU,2015,14,1,10,66655.0
Santa Terezinha,CIMPAJEU,2016,15,1,11,76148.0
Santa Terezinha,CIMPAJEU,2017,16,1,12,81844.0
São Caitano,CONIAPE,2002,1,0,0,59140.0
São Caitano,CONIAPE,2003,2,0,0,60170.0
São Caitano,CONIAPE,2004,3,0,0,71302.0
São Caitano,CONIAPE,2005,4,0,0,84809.0
São Caitano,CONIAPE,2006,5,0,0,97589.0
São Caitano,CONIAPE,2007,6,0,0,106967.0
São Caitano,CONIAPE,2008,7,0,0,118381.0
São Caitano,CONIAPE,2009,8,1,1,140819.0
São Caitano,CONIAPE,2010,9,1,2,167385.0
São Caitano,CONIAPE,2011,10,1,3,195544.0
São Caitano,CONIAPE,2012,11,1,4,216122.0
São Caitano,CONIAPE,2013,12,1,5,249658.0
São Caitano,CONIAPE,2014,13,1,6,303404.0
São Caitano,CONIAPE,2015,14,1,7,317449.0
São Caitano,CONIAPE,2016,15,1,8,321975.0
São Caitano,CONIAPE,2017,16,1,9,350502.0
São João,COMAGSUL,2002,1,0,0,37898.0
São João,COMAGSUL,2003,2,0,0,49189.0
São João,COMAGSUL,2004,3,0,0,55596.0
São João,COMAGSUL,2005,4,0,0,51453.0
São João,COMAGSUL,2006,5,0,0,59360.0
São João,COMAGSUL,2007,6,0,0,77095.0
São João,COMAGSUL,2008,7,0,0,76564.0
São João,COMAGSUL,2009,8,0,0,92272.0
São João,COMAGSUL,2010,9,0,0,97079.0
São João,COMAGSUL,2011,10,1,1,109291.0
São João,COMAGSUL,2012,11,1,2,129387.0
São João,COMAGSUL,2013,12,1,3,150420.0
São João,COMAGSUL,2014,13,1,4,159140.0
São João,COMAGSUL,2015,14,1,5,160587.0
São João,COMAGSUL,2016,15,1,6,200962.0
São João,COMAGSUL,2017,16,1,7,202414.0
São José do Belmonte,CINDESC,2002,1,0,0,55173.0
São José do Belmonte,CINDESC,2003,2,0,0,74920.0
São José do Belmonte,CINDESC,2004,3,0,0,73947.0
São José do Belmonte,CINDESC,2005,4,0,0,77975.0
São José do Belmonte,CINDESC,2006,5,0,0,93271.0
São José do Belmonte,CINDESC,2007,6,0,0,95563.0
São José do Belmonte,CINDESC,2008,7,0,0,109611.0
São José do Belmonte,CINDESC,2009,8,1,1,126389.0
São José do Belmonte,CINDESC,2010,9,1,2,143041.0
São José do Belmonte,CINDESC,2011,10,1,3,167993.0
São José do Belmonte,CINDESC,2012,11,1,4,186196.0
São José do Belmonte,CINDESC,2013,12,1,5,203231.0
São José do Belmonte,CINDESC,2014,13,1,6,227600.0
São José do Belmonte,CINDESC,2015,14,1,7,220638.0
São José do Belmonte,CINDESC,2016,15,1,8,247225.0
São José do Belmonte,CINDESC,2017,16,1,9,256653.0
Serra Talhada,CIMPAJEU,2002,1,0,0,272640.0
Serra Talhada,CIMPAJEU,2003,2,0,0,260587.0
Serra Talhada,CIMPAJEU,2004,3,0,0,294910.0
Serra Talhada,CIMPAJEU,2005,4,0,0,331018.0
Serra Talhada,CIMPAJEU,2006,5,0,0,393259.0
Serra Talhada,CIMPAJEU,2007,6,0,0,443239.0
Serra Talhada,CIMPAJEU,2008,7,0,0,526134.0
Serra Talhada,CIMPAJEU,2009,8,0,0,586658.0
Serra Talhada,CIMPAJEU,2010,9,1,1,746908.0
Serra Talhada,CIMPAJEU,2011,10,1,2,902032.0
Serra Talhada,CIMPAJEU,2012,11,1,3,1027708.0
Serra Talhada,CIMPAJEU,2013,12,1,4,1090726.0
Serra Talhada,CIMPAJEU,2014,13,1,5,1252558.0
Serra Talhada,CIMPAJEU,2015,14,1,6,1228482.0
Serra Talhada,CIMPAJEU,2016,15,1,7,1284216.0
Serra Talhada,CIMPAJEU,2017,16,1,8,1337330.0
Serrita,CINDESC,2002,1,0,0,28992.0
Serrita,CINDESC,2003,2,0,0,30566.0
Serrita,CINDESC,2004,3,0,0,36204.0
Serrita,CINDESC,2005,4,0,0,41070.0
Serrita,CINDESC,2006,5,0,0,45764.0
Serrita,CINDESC,2007,6,0,0,52733.0
Serrita,CINDESC,2008,7,0,0,64635.0
Serrita,CINDESC,2009,8,1,1,70258.0
Serrita,CINDESC,2010,9,1,2,73744.0
Serrita,CINDESC,2011,10,1,3,88884.0
Serrita,CINDESC,2012,11,1,4,98463.0
Serrita,CINDESC,2013,12,1,5,105813.0
Serrita,CINDESC,2014,13,1,6,114302.0
Serrita,CINDESC,2015,14,1,7,118649.0
Serrita,CINDESC,2016,15,1,8,134694.0
Serrita,CINDESC,2017,16,1,9,136775.0
Sirinhaém,PORTAL SUL,2002,1,0,0,97754.0
Sirinhaém,PORTAL SUL,2003,2,0,0,119778.0
Sirinhaém,PORTAL SUL,2004,3,0,0,149778.0
Sirinhaém,PORTAL SUL,2005,4,0,0,164025.0
Sirinhaém,PORTAL SUL,2006,5,0,0,181323.0
Sirinhaém,PORTAL SUL,2007,6,0,0,189725.0
Sirinhaém,PORTAL SUL,2008,7,0,0,207281.0
Sirinhaém,PORTAL SUL,2009,8,0,0,246701.0
Sirinhaém,PORTAL SUL,2010,9,0,0,358797.0
Sirinhaém,PORTAL SUL,2011,10,0,0,369841.0
Sirinhaém,PORTAL SUL,2012,11,0,0,411496.0
Sirinhaém,PORTAL SUL,2013,12,1,1,422508.0
Sirinhaém,PORTAL SUL,2014,13,1,2,486856.0
Sirinhaém,PORTAL SUL,2015,14,1,3,507264.0
Sirinhaém,PORTAL SUL,2016,15,1,4,559962.0
Sirinhaém,PORTAL SUL,2017,16,1,5,482239.0
Solidão,CIMPAJEU,2002,1,0,0,11632.0
Solidão,CIMPAJEU,2003,2,0,0,13414.0
Solidão,CIMPAJEU,2004,3,0,0,12793.0
Solidão,CIMPAJEU,2005,4,1,1,15166.0
Solidão,CIMPAJEU,2006,5,1,2,17628.0
Solidão,CIMPAJEU,2007,6,1,3,18211.0
Solidão,CIMPAJEU,2008,7,1,4,18820.0
Solidão,CIMPAJEU,2009,8,1,5,23657.0
Solidão,CIMPAJEU,2010,9,1,6,25159.0
Solidão,CIMPAJEU,2011,10,1,7,28781.0
Solidão,CIMPAJEU,2012,11,1,8,29675.0
Solidão,CIMPAJEU,2013,12,1,9,33768.0
Solidão,CIMPAJEU,2014,13,1,10,37974.0
Solidão,CIMPAJEU,2015,14,1,11,37011.0
Solidão,CIMPAJEU,2016,15,1,12,38889.0
Solidão,CIMPAJEU,2017,16,1,13,41240.0
Surubim,COMANAS,2002,1,0,0,111594.0
Surubim,COMANAS,2003,2,0,0,116957.0
Surubim,COMANAS,2004,3,0,0,135215.0
Surubim,COMANAS,2005,4,0,0,159803.0
Surubim,COMANAS,2006,5,0,0,182220.0
Surubim,COMANAS,2007,6,1,1,208918.0
Surubim,COMANAS,2008,7,1,2,244894.0
Surubim,COMANAS,2009,8,1,3,273837.0
Surubim,COMANAS,2010,9,1,4,398380.0
Surubim,COMANAS,2011,10,1,5,442607.0
Surubim,COMANAS,2012,11,1,6,538659.0
Surubim,COMANAS,2013,12,1,7,596604.0
Surubim,COMANAS,2014,13,1,8,662351.0
Surubim,COMANAS,2015,14,1,9,654815.0
Surubim,COMANAS,2016,15,1,10,699165.0
Surubim,COMANAS,2017,16,1,11,771791.0
Tacaimbó,COMAGSUL,2002,1,0,0,23565.0
Tacaimbó,COMAGSUL,2003,2,0,0,24618.0
Tacaimbó,COMAGSUL,2004,3,0,0,27109.0
Tacaimbó,COMAGSUL,2005,4,0,0,33182.0
Tacaimbó,COMAGSUL,2006,5,0,0,38286.0
Tacaimbó,COMAGSUL,2007,6,0,0,40360.0
Tacaimbó,COMAGSUL,2008,7,0,0,44629.0
Tacaimbó,COMAGSUL,2009,8,0,0,49899.0
Tacaimbó,COMAGSUL,2010,9,0,0,54311.0
Tacaimbó,COMAGSUL,2011,10,0,0,62232.0
Tacaimbó,COMAGSUL,2012,11,0,0,67036.0
Tacaimbó,COMAGSUL,2013,12,1,1,81637.0
Tacaimbó,COMAGSUL,2014,13,1,2,96813.0
Tacaimbó,COMAGSUL,2015,14,1,3,103108.0
Tacaimbó,COMAGSUL,2016,15,1,4,115003.0
Tacaimbó,COMAGSUL,2017,16,1,5,126856.0
Tacaratu,COMSIM,2002,1,0,0,26140.0
Tacaratu,COMSIM,2003,2,0,0,29487.0
Tacaratu,COMSIM,2004,3,0,0,35348.0
Tacaratu,COMSIM,2005,4,0,0,40265.0
Tacaratu,COMSIM,2006,5,0,0,43878.0
Tacaratu,COMSIM,2007,6,0,0,50727.0
Tacaratu,COMSIM,2008,7,0,0,59939.0
Tacaratu,COMSIM,2009,8,0,0,65193.0
Tacaratu,COMSIM,2010,9,0,0,79676.0
Tacaratu,COMSIM,2011,10,0,0,90182.0
Tacaratu,COMSIM,2012,11,0,0,100462.0
